@RELATION test

@ATTRIBUTE C17002e1  NUMERIC
@ATTRIBUTE C17002e2   NUMERIC
@ATTRIBUTE C17002e3  NUMERIC
@ATTRIBUTE poverty    {low_poverty,high_poverty}

@data
1309,5,56,low_poverty
680,38,43,high_poverty
869,56,188,high_poverty
1826,33,0,low_poverty
1094,3,0,low_poverty
597,53,36,low_poverty
417,0,57,low_poverty
490,0,0,low_poverty
645,107,80,high_poverty
646,156,247,high_poverty
1652,31,205,high_poverty
774,171,143,high_poverty
749,6,57,low_poverty
474,2,18,low_poverty
812,31,40,low_poverty
746,41,12,low_poverty
633,18,12,low_poverty
673,25,29,low_poverty
750,22,80,low_poverty
589,25,0,low_poverty
623,18,82,low_poverty
764,12,3,low_poverty
1017,74,136,low_poverty
549,13,10,low_poverty
595,51,53,high_poverty
646,15,17,low_poverty
1051,0,18,low_poverty
770,42,0,low_poverty
950,68,67,low_poverty
1838,117,191,high_poverty
1511,66,76,low_poverty
258,0,0,high_poverty
2155,0,203,low_poverty
1032,62,8,low_poverty
704,15,0,low_poverty
638,217,71,high_poverty
945,52,48,low_poverty
1185,144,90,low_poverty
890,206,164,high_poverty
421,101,65,high_poverty
781,61,90,high_poverty
446,49,109,low_poverty
1053,0,216,low_poverty
774,105,103,low_poverty
871,32,16,low_poverty
634,0,0,low_poverty
894,38,0,low_poverty
1122,0,14,low_poverty
728,39,0,low_poverty
969,52,119,low_poverty
1258,432,15,low_poverty
1710,165,163,low_poverty
854,138,110,high_poverty
837,52,176,high_poverty
269,0,0,low_poverty
665,99,80,low_poverty
827,18,138,low_poverty
1388,11,58,low_poverty
974,34,39,low_poverty
1342,104,59,low_poverty
1191,165,82,low_poverty
901,7,0,high_poverty
1008,38,25,low_poverty
1563,147,73,low_poverty
1345,36,8,low_poverty
929,7,26,low_poverty
1335,227,141,low_poverty
1459,297,34,high_poverty
929,63,24,low_poverty
1213,31,236,low_poverty
3542,168,304,low_poverty
1316,17,569,high_poverty
779,66,13,low_poverty
1909,175,0,low_poverty
2614,88,61,low_poverty
1025,39,64,low_poverty
803,103,104,high_poverty
1230,87,52,low_poverty
693,41,0,low_poverty
1098,92,30,low_poverty
950,229,478,high_poverty
1681,370,48,low_poverty
1200,216,57,high_poverty
1500,236,151,low_poverty
1544,408,362,high_poverty
721,160,253,high_poverty
2585,389,135,low_poverty
598,48,17,high_poverty
1180,357,229,high_poverty
785,0,18,low_poverty
1550,25,67,low_poverty
2598,320,161,low_poverty
1754,23,146,low_poverty
4467,169,93,low_poverty
2032,41,22,low_poverty
2205,28,272,high_poverty
4156,569,162,low_poverty
1242,0,0,low_poverty
4504,120,258,low_poverty
1956,39,0,low_poverty
1638,88,178,low_poverty
2250,153,245,low_poverty
1038,55,39,low_poverty
2829,57,329,low_poverty
1425,39,113,low_poverty
1158,104,222,high_poverty
560,64,84,low_poverty
1360,15,270,high_poverty
951,55,52,high_poverty
701,113,83,low_poverty
1285,263,344,high_poverty
872,34,304,high_poverty
1171,64,27,low_poverty
919,0,52,high_poverty
892,8,0,low_poverty
1434,0,0,low_poverty
3105,127,617,high_poverty
846,8,208,high_poverty
1967,266,463,high_poverty
1206,87,248,high_poverty
494,40,117,high_poverty
2024,123,411,high_poverty
1755,47,354,high_poverty
1088,93,27,low_poverty
2307,101,329,low_poverty
700,0,54,low_poverty
995,82,266,low_poverty
1116,27,90,low_poverty
1652,66,282,high_poverty
859,19,114,low_poverty
1576,49,66,low_poverty
764,11,7,low_poverty
2061,194,163,high_poverty
1781,86,95,low_poverty
1012,20,0,low_poverty
2098,58,224,low_poverty
976,91,317,high_poverty
830,126,75,high_poverty
982,24,107,high_poverty
411,82,47,high_poverty
1557,404,307,high_poverty
668,162,175,high_poverty
1298,218,163,high_poverty
1149,99,94,high_poverty
541,41,192,high_poverty
248,37,10,high_poverty
767,35,251,high_poverty
995,11,119,low_poverty
1107,223,47,high_poverty
840,197,80,high_poverty
1264,318,279,high_poverty
982,213,168,high_poverty
899,95,255,high_poverty
1377,257,197,high_poverty
1139,83,201,low_poverty
385,69,45,low_poverty
916,264,92,high_poverty
851,131,118,high_poverty
790,97,160,high_poverty
2442,740,389,high_poverty
2817,301,178,low_poverty
2694,327,215,low_poverty
1159,16,213,high_poverty
1508,44,154,low_poverty
670,80,86,high_poverty
1518,45,550,high_poverty
638,53,58,low_poverty
744,221,9,low_poverty
712,57,81,high_poverty
1034,105,23,high_poverty
1455,241,213,high_poverty
1905,176,254,high_poverty
2428,425,528,high_poverty
1918,45,460,high_poverty
992,223,430,high_poverty
1215,428,285,high_poverty
817,441,115,high_poverty
1613,254,488,high_poverty
168,13,6,low_poverty
1727,279,312,high_poverty
1366,215,172,low_poverty
810,104,87,high_poverty
869,14,316,high_poverty
1334,246,160,high_poverty
272,13,25,high_poverty
1257,315,364,high_poverty
304,49,36,high_poverty
1216,242,93,high_poverty
1393,122,296,high_poverty
1230,85,8,low_poverty
867,110,20,high_poverty
1274,37,65,low_poverty
710,10,116,low_poverty
793,63,73,low_poverty
900,19,72,low_poverty
770,20,32,low_poverty
781,11,116,low_poverty
705,0,22,low_poverty
1162,76,145,low_poverty
1360,0,25,low_poverty
1718,64,27,low_poverty
1299,30,47,low_poverty
5608,169,455,low_poverty
2861,13,33,low_poverty
1845,302,163,low_poverty
2210,129,163,low_poverty
906,107,11,low_poverty
1097,85,84,high_poverty
886,42,0,low_poverty
2164,168,139,low_poverty
2190,151,101,low_poverty
3148,1180,644,high_poverty
1701,842,417,high_poverty
447,15,31,high_poverty
1357,111,61,low_poverty
713,177,170,high_poverty
816,19,22,low_poverty
2072,32,104,low_poverty
0,0,0,low_poverty
978,525,230,high_poverty
1277,56,152,low_poverty
1005,14,45,low_poverty
916,10,26,low_poverty
1328,85,78,low_poverty
511,11,31,low_poverty
877,113,16,low_poverty
1505,53,41,low_poverty
1001,15,131,low_poverty
1135,3,20,low_poverty
1145,13,44,low_poverty
1199,63,43,low_poverty
1918,71,70,low_poverty
1610,0,15,low_poverty
1641,0,454,low_poverty
1568,19,0,low_poverty
1168,60,0,high_poverty
1479,376,109,high_poverty
910,18,96,low_poverty
2213,115,11,low_poverty
2279,24,0,low_poverty
1577,0,39,low_poverty
1294,70,97,high_poverty
1234,50,364,low_poverty
922,227,69,low_poverty
1918,34,183,high_poverty
1599,10,210,low_poverty
1497,0,16,low_poverty
1618,0,264,high_poverty
1061,24,265,high_poverty
2214,54,208,low_poverty
1540,0,19,low_poverty
1495,35,70,low_poverty
1704,28,21,low_poverty
1819,8,24,low_poverty
1243,39,202,low_poverty
1862,0,0,low_poverty
1008,12,27,low_poverty
1488,55,263,low_poverty
1245,15,0,low_poverty
1938,64,27,low_poverty
1590,336,52,low_poverty
1016,45,45,low_poverty
1797,47,25,low_poverty
1256,12,13,low_poverty
1806,11,61,low_poverty
2016,36,49,low_poverty
1665,190,174,low_poverty
1945,207,105,low_poverty
1200,27,144,high_poverty
1249,8,0,low_poverty
1742,7,15,low_poverty
1637,60,0,low_poverty
1751,0,0,low_poverty
1765,32,6,low_poverty
1137,262,76,low_poverty
1258,40,88,low_poverty
1189,17,0,low_poverty
1352,15,0,low_poverty
1453,23,48,low_poverty
1767,44,72,low_poverty
1931,113,70,low_poverty
1661,227,240,high_poverty
1752,114,194,low_poverty
2140,40,63,high_poverty
1429,2,102,low_poverty
2112,125,139,low_poverty
1871,341,655,high_poverty
1114,23,97,low_poverty
1640,67,45,low_poverty
1796,0,75,low_poverty
2062,44,56,low_poverty
1456,0,55,low_poverty
2339,22,303,low_poverty
1784,216,83,high_poverty
1985,9,11,low_poverty
2289,11,0,low_poverty
1101,22,0,low_poverty
1059,62,32,low_poverty
598,0,80,low_poverty
1310,22,53,low_poverty
1515,0,40,low_poverty
1328,55,9,low_poverty
1223,7,30,low_poverty
1026,18,19,low_poverty
1874,105,175,high_poverty
1643,35,14,low_poverty
1310,23,0,low_poverty
712,21,9,low_poverty
1299,0,8,low_poverty
1383,212,12,low_poverty
1912,42,73,low_poverty
1229,0,11,low_poverty
1029,0,0,low_poverty
1570,0,27,low_poverty
1420,157,36,high_poverty
992,38,7,low_poverty
1261,0,6,low_poverty
1774,51,56,low_poverty
1456,161,10,low_poverty
1404,115,144,high_poverty
1085,61,2,low_poverty
1545,59,178,high_poverty
1482,70,83,low_poverty
1730,33,18,low_poverty
1466,52,29,low_poverty
784,7,73,low_poverty
1828,151,12,low_poverty
1417,10,81,low_poverty
1789,38,8,low_poverty
1108,0,0,low_poverty
1780,0,0,low_poverty
1824,37,6,low_poverty
1308,0,122,low_poverty
718,31,0,low_poverty
1348,0,84,low_poverty
1342,16,0,low_poverty
1354,36,8,low_poverty
1064,21,66,low_poverty
1882,16,187,high_poverty
1747,93,238,low_poverty
1708,0,102,low_poverty
981,14,47,low_poverty
1729,63,71,low_poverty
1116,88,136,low_poverty
1349,48,0,low_poverty
1186,40,34,low_poverty
999,16,50,low_poverty
1160,50,16,low_poverty
1707,27,0,low_poverty
1152,11,9,low_poverty
1571,30,69,low_poverty
1112,0,0,low_poverty
1242,49,151,low_poverty
1420,37,83,low_poverty
1552,48,0,low_poverty
1789,8,0,low_poverty
1093,0,0,low_poverty
1908,251,63,low_poverty
1217,0,41,low_poverty
2135,17,113,low_poverty
1445,77,100,high_poverty
2744,136,454,high_poverty
1838,0,8,low_poverty
1984,66,17,low_poverty
1707,36,35,low_poverty
1007,31,0,low_poverty
797,0,0,low_poverty
1484,107,198,high_poverty
1735,138,80,low_poverty
905,47,0,low_poverty
1290,73,58,low_poverty
2116,7,0,low_poverty
1385,22,25,low_poverty
1408,47,6,low_poverty
1845,91,30,low_poverty
1086,11,32,low_poverty
1572,10,51,low_poverty
2498,3,291,low_poverty
1749,32,74,low_poverty
1256,22,40,low_poverty
1453,28,11,low_poverty
1934,243,89,low_poverty
1233,0,13,low_poverty
1670,21,0,low_poverty
1482,10,0,low_poverty
1790,15,145,low_poverty
1465,0,25,low_poverty
1756,0,14,low_poverty
1926,49,139,low_poverty
1838,18,12,low_poverty
1099,0,88,low_poverty
1628,89,72,low_poverty
1280,46,0,low_poverty
1110,0,19,low_poverty
1278,7,31,low_poverty
1165,0,0,low_poverty
1411,103,0,low_poverty
1980,10,13,low_poverty
941,76,0,low_poverty
1018,44,6,low_poverty
1709,27,58,low_poverty
1394,0,13,low_poverty
1015,95,181,low_poverty
1305,7,0,low_poverty
1930,106,0,low_poverty
2420,33,70,low_poverty
1225,0,0,low_poverty
2652,0,0,low_poverty
1392,3,25,low_poverty
897,39,16,low_poverty
2228,9,21,low_poverty
624,22,16,high_poverty
1520,23,53,high_poverty
660,22,32,low_poverty
762,46,118,low_poverty
948,32,137,low_poverty
985,23,183,low_poverty
471,0,67,low_poverty
559,37,119,low_poverty
870,29,84,high_poverty
1096,43,49,low_poverty
811,6,128,high_poverty
995,53,13,high_poverty
1756,16,41,low_poverty
1620,20,19,low_poverty
1415,68,42,low_poverty
1599,88,160,low_poverty
1977,24,217,low_poverty
1492,87,117,high_poverty
467,95,47,low_poverty
797,7,87,low_poverty
839,59,150,low_poverty
743,87,28,low_poverty
810,30,138,high_poverty
1018,23,131,high_poverty
857,16,45,low_poverty
1416,75,29,low_poverty
764,21,26,low_poverty
601,79,65,high_poverty
992,0,80,low_poverty
765,5,202,low_poverty
589,29,6,low_poverty
570,0,71,high_poverty
1007,89,78,low_poverty
1932,85,26,low_poverty
642,69,31,low_poverty
594,0,64,low_poverty
741,54,54,high_poverty
642,65,71,low_poverty
1276,175,62,low_poverty
1177,64,189,low_poverty
797,78,198,high_poverty
918,86,111,high_poverty
739,64,68,low_poverty
650,33,19,high_poverty
1383,118,206,low_poverty
891,227,54,high_poverty
933,179,193,high_poverty
527,87,3,low_poverty
778,44,17,low_poverty
1975,108,205,low_poverty
771,20,45,low_poverty
902,21,87,low_poverty
331,16,27,low_poverty
1163,76,78,low_poverty
1498,52,216,low_poverty
759,82,111,high_poverty
888,104,75,high_poverty
1027,61,85,low_poverty
1149,70,147,low_poverty
834,32,124,low_poverty
1084,56,15,low_poverty
469,57,27,low_poverty
921,116,54,low_poverty
555,79,19,low_poverty
843,5,8,low_poverty
2121,59,143,low_poverty
1586,25,11,low_poverty
2142,64,22,low_poverty
1266,122,65,low_poverty
1635,40,103,low_poverty
1065,59,53,low_poverty
752,26,23,low_poverty
1542,224,247,high_poverty
2301,101,62,low_poverty
657,66,0,low_poverty
1008,61,15,low_poverty
779,68,23,low_poverty
488,45,18,low_poverty
896,107,20,low_poverty
725,48,13,low_poverty
656,40,68,low_poverty
768,48,37,low_poverty
480,34,0,low_poverty
605,20,32,high_poverty
841,35,207,high_poverty
553,63,45,high_poverty
547,53,69,high_poverty
1105,9,79,low_poverty
617,18,9,low_poverty
1481,76,187,low_poverty
832,0,0,low_poverty
534,54,0,low_poverty
739,287,23,high_poverty
1975,43,32,low_poverty
978,54,3,low_poverty
727,55,2,low_poverty
841,4,27,low_poverty
1272,10,23,low_poverty
1029,12,0,low_poverty
983,36,121,low_poverty
1056,59,135,high_poverty
722,29,166,low_poverty
883,70,74,low_poverty
1376,24,27,low_poverty
1144,37,78,low_poverty
1181,18,62,low_poverty
1067,32,63,low_poverty
906,89,62,low_poverty
510,54,25,low_poverty
923,0,13,low_poverty
759,14,122,low_poverty
603,62,28,low_poverty
1667,117,193,low_poverty
760,39,82,high_poverty
1514,93,208,high_poverty
1156,76,78,low_poverty
1187,53,292,low_poverty
566,56,261,high_poverty
700,374,25,low_poverty
545,173,51,high_poverty
819,125,270,high_poverty
1643,64,44,low_poverty
1326,91,33,low_poverty
325,0,37,low_poverty
864,459,295,high_poverty
839,625,83,high_poverty
1983,759,383,high_poverty
964,76,55,low_poverty
1115,130,144,low_poverty
607,8,13,low_poverty
633,22,0,low_poverty
774,40,56,low_poverty
631,78,25,high_poverty
926,13,15,low_poverty
1311,103,27,low_poverty
1171,74,66,low_poverty
680,32,13,low_poverty
1127,62,55,low_poverty
1034,119,35,low_poverty
585,0,0,low_poverty
735,7,33,high_poverty
1913,58,125,low_poverty
669,48,39,high_poverty
2066,189,127,low_poverty
744,36,5,low_poverty
1662,95,56,low_poverty
988,0,0,high_poverty
718,20,17,low_poverty
1547,109,72,low_poverty
1640,22,118,low_poverty
970,51,95,low_poverty
924,1,36,low_poverty
849,24,0,low_poverty
731,45,12,low_poverty
1016,4,6,low_poverty
605,42,36,low_poverty
771,13,141,low_poverty
698,0,24,low_poverty
821,105,71,high_poverty
995,53,255,low_poverty
800,54,82,low_poverty
42,0,0,high_poverty
2691,127,570,high_poverty
4293,120,119,low_poverty
4399,58,43,low_poverty
1707,77,0,low_poverty
1612,0,0,low_poverty
2892,179,294,high_poverty
1667,1328,234,high_poverty
2928,106,128,low_poverty
2714,72,11,low_poverty
2419,0,0,low_poverty
2486,48,163,low_poverty
564,0,130,low_poverty
1056,0,148,high_poverty
1628,39,41,high_poverty
812,0,0,low_poverty
2435,199,99,high_poverty
1213,0,86,low_poverty
236,58,24,low_poverty
914,20,155,low_poverty
930,252,103,high_poverty
2528,208,173,high_poverty
614,18,206,high_poverty
1166,26,37,high_poverty
1296,161,0,low_poverty
771,36,21,high_poverty
987,104,0,low_poverty
2911,0,148,low_poverty
2290,134,125,low_poverty
1620,15,0,low_poverty
2093,9,31,low_poverty
529,0,0,low_poverty
3641,163,120,low_poverty
1596,18,77,low_poverty
2582,7,38,low_poverty
2060,16,95,low_poverty
1677,0,0,low_poverty
2310,92,38,low_poverty
1250,0,0,low_poverty
904,11,31,low_poverty
1640,79,138,high_poverty
2702,0,49,low_poverty
690,40,24,low_poverty
1029,37,61,low_poverty
1874,0,0,low_poverty
1409,19,47,low_poverty
432,24,0,low_poverty
1109,56,34,low_poverty
1329,13,106,low_poverty
549,11,0,low_poverty
2144,10,1,low_poverty
2054,1,60,low_poverty
1272,0,28,low_poverty
3008,29,224,low_poverty
908,51,136,high_poverty
1883,19,63,low_poverty
842,12,0,low_poverty
3085,17,129,low_poverty
1455,0,13,low_poverty
2079,0,90,low_poverty
3106,225,165,low_poverty
1474,128,167,high_poverty
1497,26,100,low_poverty
2844,98,176,low_poverty
1523,104,0,low_poverty
1280,42,331,high_poverty
1615,136,271,high_poverty
2790,486,574,high_poverty
1642,116,31,low_poverty
2545,19,42,low_poverty
695,0,299,low_poverty
549,12,106,low_poverty
1421,132,152,high_poverty
1046,54,38,high_poverty
1303,18,157,high_poverty
3352,242,470,high_poverty
2338,74,301,high_poverty
755,0,276,high_poverty
1763,26,87,low_poverty
1624,0,0,low_poverty
1608,267,559,high_poverty
696,23,129,high_poverty
3610,0,8,low_poverty
8,0,8,low_poverty
2224,251,352,high_poverty
1700,34,87,low_poverty
1492,42,18,low_poverty
498,62,16,high_poverty
1582,63,20,low_poverty
1388,36,0,low_poverty
1594,0,33,low_poverty
4648,236,94,low_poverty
1617,0,71,low_poverty
749,98,78,low_poverty
806,8,46,high_poverty
1533,34,17,low_poverty
680,136,119,high_poverty
899,58,7,low_poverty
642,73,53,high_poverty
1090,325,173,high_poverty
530,183,119,high_poverty
528,224,122,high_poverty
596,165,9,high_poverty
1039,284,138,high_poverty
779,63,158,low_poverty
1413,29,114,low_poverty
1209,81,45,low_poverty
645,22,62,high_poverty
1735,624,484,high_poverty
813,22,246,low_poverty
1569,46,129,low_poverty
1651,55,22,low_poverty
1601,46,249,high_poverty
1264,61,80,low_poverty
2208,0,0,low_poverty
1421,279,21,low_poverty
4247,0,191,low_poverty
935,24,0,low_poverty
1065,52,72,low_poverty
1162,0,135,low_poverty
6283,275,156,low_poverty
3488,0,132,low_poverty
1169,0,0,high_poverty
963,30,46,low_poverty
700,10,49,low_poverty
610,6,16,low_poverty
722,4,2,low_poverty
722,5,33,low_poverty
871,15,117,high_poverty
1189,97,152,low_poverty
500,8,7,low_poverty
481,0,0,low_poverty
729,0,0,low_poverty
1048,30,106,high_poverty
729,58,105,low_poverty
618,32,230,high_poverty
823,48,230,high_poverty
1086,106,56,high_poverty
782,40,8,low_poverty
1820,605,600,high_poverty
855,191,119,high_poverty
915,28,32,low_poverty
905,35,71,low_poverty
801,72,114,low_poverty
1094,110,251,high_poverty
573,10,23,low_poverty
999,39,56,low_poverty
1001,7,57,low_poverty
1413,54,49,low_poverty
1519,9,172,low_poverty
2838,123,57,low_poverty
940,54,98,high_poverty
1836,25,97,high_poverty
1363,0,0,low_poverty
2723,75,221,low_poverty
1607,113,20,low_poverty
1639,23,31,low_poverty
4283,648,102,low_poverty
2079,122,264,low_poverty
1264,57,261,low_poverty
2345,92,102,low_poverty
1100,27,128,low_poverty
1095,30,0,low_poverty
815,15,24,low_poverty
2526,0,162,low_poverty
2476,69,111,low_poverty
897,20,10,low_poverty
3042,72,77,low_poverty
1510,23,61,low_poverty
2259,21,208,low_poverty
2603,161,28,low_poverty
2923,21,0,low_poverty
1286,0,12,low_poverty
2581,0,40,low_poverty
2843,12,50,high_poverty
1439,70,132,high_poverty
1884,42,425,low_poverty
1072,20,114,high_poverty
1737,23,288,low_poverty
1808,126,136,low_poverty
1458,73,0,low_poverty
1626,13,25,high_poverty
2431,29,0,low_poverty
1249,265,112,high_poverty
1185,35,39,low_poverty
2502,177,91,low_poverty
835,0,18,low_poverty
1484,37,85,low_poverty
1543,15,0,low_poverty
1958,84,175,low_poverty
2147,39,9,low_poverty
1119,42,160,low_poverty
2627,0,335,low_poverty
1091,0,8,low_poverty
1510,9,15,low_poverty
549,49,50,low_poverty
528,7,110,low_poverty
3351,149,794,high_poverty
1941,287,211,high_poverty
