GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US171030005003,827,11,16,high_poverty
15000US171030006001,929,20,88,low_poverty
15000US171030006004,711,7,117,high_poverty
15000US171030007003,749,36,155,low_poverty
15000US171030009002,1132,26,82,low_poverty
15000US171059601002,851,27,129,high_poverty
15000US171059602004,1011,89,36,low_poverty
15000US171059603002,1377,78,30,low_poverty
15000US171059603003,591,32,0,low_poverty
15000US171059604001,448,47,42,low_poverty
15000US171059605003,743,49,26,high_poverty
15000US171059606001,2084,288,273,low_poverty
15000US171059607003,866,19,8,low_poverty
15000US171059608004,1964,24,0,low_poverty
15000US171059609001,749,8,33,low_poverty
15000US171079529001,744,2,64,low_poverty
15000US171079529003,1108,75,80,low_poverty
15000US171079529004,594,164,7,low_poverty
15000US171079531001,902,94,64,low_poverty
15000US171079532002,667,21,19,low_poverty
15000US171079532003,1608,26,81,low_poverty
15000US171079533002,851,152,31,low_poverty
15000US171079535002,590,19,53,low_poverty
15000US171079536002,681,0,57,low_poverty
15000US171090104005,1758,395,275,high_poverty
15000US171090105002,45,45,0,low_poverty
15000US171090105003,73,56,0,high_poverty
15000US171090109003,775,131,0,low_poverty
15000US171090110003,1028,29,109,low_poverty
15000US171090111003,832,33,93,low_poverty
15000US171118701011,2873,36,223,low_poverty
15000US171118701012,1766,73,94,low_poverty
15000US171118701021,1571,0,21,low_poverty
15000US171118703022,1448,127,287,low_poverty
15000US171118703023,979,108,255,high_poverty
15000US171118705006,410,34,35,low_poverty
15000US171118706041,1902,121,12,low_poverty
15000US171118706052,3792,160,461,low_poverty
15000US171118707021,1371,166,59,low_poverty
15000US171118707022,2358,46,97,low_poverty
15000US171118707023,1119,0,140,low_poverty
15000US171118707024,2582,185,158,low_poverty
15000US171118707032,2844,59,50,low_poverty
15000US171118707041,746,0,0,low_poverty
15000US171118707044,658,23,53,low_poverty
15000US171118708031,1748,22,0,low_poverty
15000US171118708091,3831,63,80,low_poverty
15000US171118708103,1616,31,58,low_poverty
15000US171118708121,1026,7,22,low_poverty
15000US171118708122,998,29,17,low_poverty
15000US171118708123,1116,113,32,low_poverty
15000US171118708124,1541,52,29,low_poverty
15000US171118709021,1780,35,0,low_poverty
15000US171118709042,2049,63,103,low_poverty
15000US171118711052,1193,0,39,low_poverty
15000US171118711053,810,14,0,low_poverty
15000US171118711071,2100,9,0,low_poverty
15000US171118711092,1852,9,5,low_poverty
15000US171118712011,1213,0,157,low_poverty
15000US171118712012,2233,27,73,low_poverty
15000US171118712023,1283,35,29,low_poverty
15000US171118712024,881,0,0,low_poverty
15000US171118712052,1579,29,30,low_poverty
15000US171118712053,807,0,0,low_poverty
15000US171118712071,2417,10,24,low_poverty
15000US171118712072,1219,44,103,low_poverty
15000US171118712073,1379,0,0,low_poverty
15000US171118713011,1080,0,0,low_poverty
15000US171118713042,540,0,9,low_poverty
15000US171118713053,1213,64,49,low_poverty
15000US171118713063,2621,0,15,low_poverty
15000US171118713071,2125,40,118,low_poverty
15000US171118713072,539,27,0,low_poverty
15000US171118714022,510,17,43,low_poverty
15000US171118714041,2465,93,30,low_poverty
15000US171118715002,571,4,77,low_poverty
15000US171118715003,5216,32,86,low_poverty
15000US171118716002,1046,22,160,low_poverty
15000US171130001023,487,0,0,low_poverty
15000US171130001024,986,128,42,high_poverty
15000US171130001025,1428,178,56,low_poverty
15000US171130003011,1578,563,233,high_poverty
15000US171130003013,1007,358,184,high_poverty
15000US171130004001,1430,944,321,high_poverty
15000US171130004002,1075,22,21,low_poverty
15000US171130004003,604,286,169,high_poverty
15000US171130005012,850,21,22,low_poverty
15000US171130005021,1166,91,2,low_poverty
15000US171130005022,1552,51,45,low_poverty
15000US171130011031,1219,36,46,low_poverty
15000US171130011041,1097,0,135,low_poverty
15000US171130014041,759,161,20,low_poverty
15000US171130014043,1787,57,53,low_poverty
15000US171130015001,869,70,204,high_poverty
15000US171130016001,747,204,238,high_poverty
15000US171130016003,598,48,127,high_poverty
15000US171130018001,1035,0,0,low_poverty
15000US171130021012,2418,228,269,high_poverty
15000US171130051011,4624,0,20,low_poverty
15000US171130051012,4347,44,64,low_poverty
15000US171130051022,600,0,18,low_poverty
15000US171130052021,1319,5,42,low_poverty
15000US171130054001,2791,37,0,low_poverty
15000US171130054002,1308,37,46,low_poverty
15000US171130054004,1519,15,13,low_poverty
15000US171130055012,1142,62,71,low_poverty
15000US171130055021,1874,9,45,low_poverty
15000US171130057001,746,14,40,high_poverty
15000US171130057004,698,47,6,low_poverty
15000US171130058004,1125,31,17,high_poverty
15000US171130059003,863,81,12,low_poverty
15000US171130060001,1312,91,0,low_poverty
15000US171150002003,568,110,192,high_poverty
15000US171150002004,541,120,29,high_poverty
15000US171150004001,1286,192,246,high_poverty
15000US171150005001,523,119,181,high_poverty
15000US171150005002,608,170,154,high_poverty
15000US171150006003,1123,341,120,high_poverty
15000US171150009002,1366,170,390,high_poverty
15000US171150011001,1220,130,75,low_poverty
15000US171150012001,643,64,45,low_poverty
15000US171150015001,1452,28,0,low_poverty
15000US171150015002,960,46,0,low_poverty
15000US171150017002,1856,62,315,low_poverty
15000US171150018011,1315,24,24,low_poverty
15000US171150019002,826,133,343,high_poverty
15000US171150022004,1068,25,7,low_poverty
15000US171150022005,1712,55,42,low_poverty
15000US171150024024,1563,49,4,low_poverty
15000US171150025001,538,0,0,low_poverty
15000US171150025005,1068,39,27,low_poverty
15000US171150026011,1497,9,0,low_poverty
15000US171150026012,983,8,30,low_poverty
15000US171150029011,4240,5,96,low_poverty
15000US171150029022,224,0,0,low_poverty
15000US171150029026,905,0,0,low_poverty
15000US171150029033,1125,77,0,low_poverty
15000US171150030002,872,2,24,low_poverty
15000US171150030003,736,12,0,low_poverty
15000US171179561001,850,31,26,low_poverty
15000US171179564006,878,80,0,low_poverty
15000US171179565002,1168,45,87,low_poverty
15000US171179567002,1499,0,58,low_poverty
15000US171179567003,890,27,107,low_poverty
15000US171179568003,1298,22,184,low_poverty
15000US171179569001,591,20,158,low_poverty
15000US171179569003,640,84,66,low_poverty
15000US171179572002,946,26,16,high_poverty
15000US171179572004,773,26,85,low_poverty
15000US171194001021,1513,26,143,low_poverty
15000US171194002001,1409,124,294,high_poverty
15000US171194002004,1004,106,159,high_poverty
15000US171194006002,770,167,84,high_poverty
15000US171194008011,1085,0,60,low_poverty
15000US171194008021,812,58,0,high_poverty
15000US171194008022,1722,248,106,high_poverty
15000US171194009031,937,58,48,high_poverty
15000US171194009033,1774,248,146,low_poverty
15000US171194009042,910,38,46,low_poverty
15000US171194009522,1848,128,367,low_poverty
15000US171194011004,743,0,42,low_poverty
15000US171194011006,502,0,3,low_poverty
15000US171194013003,1009,11,31,high_poverty
15000US171194013005,617,0,369,low_poverty
15000US171194014003,725,25,84,high_poverty
15000US171194014004,447,47,43,high_poverty
15000US171194015002,1009,239,161,high_poverty
15000US171194017212,2081,82,83,low_poverty
15000US171194017221,1063,59,92,low_poverty
15000US171194018001,927,15,16,low_poverty
15000US171194018003,2201,86,98,low_poverty
15000US171194018004,994,31,30,low_poverty
15000US171194019011,826,56,106,high_poverty
15000US171194019012,850,45,0,low_poverty
15000US171194019031,1572,142,212,high_poverty
15000US171194020004,1181,292,208,high_poverty
15000US171194022001,1207,128,126,low_poverty
15000US171194022002,923,41,136,low_poverty
15000US171194023001,1239,73,36,low_poverty
15000US171194023002,595,51,86,high_poverty
15000US171194024001,1252,42,121,high_poverty
15000US171194024002,653,12,153,high_poverty
15000US171194028031,1402,84,197,high_poverty
15000US171194029004,645,83,0,low_poverty
15000US171194030021,494,0,33,low_poverty
15000US171194031221,1600,287,102,high_poverty
15000US171194031222,2382,40,13,low_poverty
15000US171194031223,1325,0,0,low_poverty
15000US171194033003,1518,34,247,high_poverty
15000US171194034011,3331,209,212,low_poverty
15000US171194034012,486,50,19,high_poverty
15000US171194034021,2361,225,306,low_poverty
15000US171194034023,2022,40,56,low_poverty
15000US171194035021,886,18,0,low_poverty
15000US171194035311,2528,0,85,low_poverty
15000US171194035312,2397,406,100,low_poverty
15000US171194035322,1024,0,65,low_poverty
15000US171194035334,2642,41,0,low_poverty
15000US171194036011,3307,50,171,low_poverty
15000US171194037011,1394,0,62,low_poverty
15000US171194037014,1504,51,10,low_poverty
15000US171194037022,1307,12,15,low_poverty
15000US171194037023,1361,0,0,low_poverty
15000US171194038013,1259,42,13,low_poverty
15000US171194038022,843,9,63,high_poverty
15000US171194040002,456,30,46,high_poverty
15000US171194040004,645,122,32,high_poverty
15000US171219516003,1011,67,24,low_poverty
15000US171219517001,1200,8,47,low_poverty
15000US171219518001,568,43,34,low_poverty
15000US171219518002,528,123,74,high_poverty
15000US171219518003,1090,72,134,low_poverty
15000US171219519003,649,127,21,low_poverty
15000US171219520001,1365,227,201,low_poverty
15000US171219520003,634,14,89,low_poverty
15000US171219522001,774,40,66,low_poverty
15000US171219524001,1253,38,38,low_poverty
15000US171219524003,812,0,56,low_poverty
15000US171219525001,495,90,38,low_poverty
15000US171219525003,579,98,118,high_poverty
15000US171219526001,446,80,113,high_poverty
15000US171219527001,785,21,99,high_poverty
15000US171219527004,536,69,247,high_poverty
15000US171239611001,1141,77,45,low_poverty
15000US171239611003,565,51,103,low_poverty
15000US171239612001,911,29,105,low_poverty
15000US171239612003,620,17,73,high_poverty
15000US171239613002,1181,35,99,low_poverty
15000US171239615001,707,22,15,low_poverty
15000US171259564003,688,0,35,low_poverty
15000US171259565004,711,106,317,high_poverty
15000US171259567003,640,28,44,low_poverty
15000US171259568001,550,14,62,high_poverty
15000US171279701002,1081,133,129,high_poverty
15000US171279701004,1536,10,21,low_poverty
15000US171279702002,1102,93,132,low_poverty
15000US171279703001,1072,26,22,low_poverty
15000US171290101003,1434,102,0,low_poverty
15000US171290101004,1957,124,29,low_poverty
15000US171290102001,1186,31,0,low_poverty
15000US171290103002,625,25,46,low_poverty
15000US171310401001,1301,26,45,low_poverty
15000US171310401002,859,3,25,low_poverty
15000US171310401004,465,4,0,low_poverty
15000US171310403003,915,130,107,high_poverty
15000US171310403004,760,0,11,low_poverty
15000US171336001011,1687,43,246,low_poverty
15000US171336004013,3134,24,53,low_poverty
15000US171336004022,1709,27,70,low_poverty
15000US171336005011,1321,38,17,low_poverty
15000US171336005021,1479,58,20,low_poverty
15000US171336005022,2034,14,362,low_poverty
15000US171359573001,1054,51,41,low_poverty
15000US171359574003,773,41,68,low_poverty
15000US171359575003,504,34,98,low_poverty
15000US171359575004,715,99,30,low_poverty
15000US171359577002,1082,71,109,high_poverty
15000US171359578002,1213,148,84,low_poverty
15000US171359579002,984,40,1,low_poverty
15000US171359579004,1062,0,207,low_poverty
15000US171359580004,733,29,40,low_poverty
15000US171379514001,605,10,17,low_poverty
15000US171379515001,715,46,0,low_poverty
15000US171379516002,691,76,115,high_poverty
15000US171379516003,914,72,66,low_poverty
15000US171379518003,779,26,172,high_poverty
15000US171379518004,1080,149,84,high_poverty
15000US171379520003,767,11,125,low_poverty
15000US171379521003,1149,39,82,low_poverty
15000US171379522002,1117,37,22,low_poverty
15000US171379522003,996,42,158,low_poverty
15000US171379523003,726,50,19,low_poverty
15000US171399770003,820,16,192,low_poverty
15000US171399771002,1564,59,51,low_poverty
15000US171399771003,772,23,141,low_poverty
15000US171399772001,793,140,165,low_poverty
15000US171399772003,926,32,376,low_poverty
15000US171399772004,1485,46,119,low_poverty
15000US171419608002,753,14,16,low_poverty
15000US171419608003,1195,130,82,low_poverty
15000US171419609003,506,40,109,high_poverty
15000US171419610001,781,0,3,low_poverty
15000US171419610002,3869,125,81,low_poverty
15000US171419610003,1044,5,54,low_poverty
15000US171419612003,675,0,29,low_poverty
15000US171419612004,501,0,41,high_poverty
15000US171419614003,662,21,138,low_poverty
15000US171419614006,754,140,47,low_poverty
15000US171419615001,969,47,20,low_poverty
15000US171419615003,822,26,45,low_poverty
15000US171419617001,1802,110,28,low_poverty
15000US171419617002,843,7,140,low_poverty
15000US171419617003,2238,0,15,low_poverty
15000US171430003001,576,41,135,high_poverty
15000US171430003003,1135,156,238,high_poverty
15000US171430005003,621,135,41,high_poverty
15000US171430006003,579,57,177,high_poverty
15000US171430009001,2386,734,536,high_poverty
15000US171430012001,1555,407,328,high_poverty
15000US171430013001,2125,415,646,high_poverty
15000US171430015001,1361,216,361,high_poverty
15000US171430015002,537,171,39,high_poverty
15000US171430018003,1120,141,163,high_poverty
15000US171430021001,1156,361,439,high_poverty
15000US171430021002,1056,101,293,high_poverty
15000US171430021003,634,108,104,high_poverty
15000US171430021004,593,39,18,high_poverty
15000US171430021005,629,22,222,high_poverty
15000US171430021006,501,23,267,high_poverty
15000US171430022001,717,16,151,low_poverty
15000US171430022002,1037,12,106,low_poverty
15000US171430023001,1777,62,31,low_poverty
15000US171430024002,1102,27,93,high_poverty
15000US171430025001,1173,117,150,low_poverty
15000US171430025002,529,66,21,high_poverty
15000US171430027011,1254,70,36,low_poverty
15000US171430028002,1734,52,56,low_poverty
15000US171430029003,1034,8,69,low_poverty
15000US171430030001,676,62,11,low_poverty
15000US171430030003,1197,80,210,low_poverty
15000US171430030004,789,0,0,low_poverty
15000US171430031021,1398,12,28,low_poverty
15000US171430034021,2426,0,70,low_poverty
15000US171430036011,2771,56,158,low_poverty
15000US171430036023,1046,57,246,high_poverty
15000US171430039001,826,17,6,low_poverty
15000US171430041022,1345,117,130,high_poverty
15000US171430042001,1133,70,7,low_poverty
15000US171430043001,1211,94,42,low_poverty
15000US171430044002,1569,562,173,high_poverty
15000US171430045003,693,42,27,low_poverty
15000US171430045004,1217,33,64,high_poverty
15000US171430049011,785,8,50,low_poverty
15000US171430050001,1020,259,395,high_poverty
15000US171430050002,661,383,6,high_poverty
15000US171450301002,789,42,11,low_poverty
15000US171450301003,527,27,34,low_poverty
15000US171450302004,871,245,147,high_poverty
15000US171450302006,825,35,0,low_poverty
15000US171450304001,1511,344,225,high_poverty
15000US171450304002,696,6,141,low_poverty
15000US171450306003,1498,145,57,low_poverty
15000US171450306004,753,0,76,low_poverty
15000US171479545001,865,39,83,low_poverty
15000US171479546004,416,0,63,low_poverty
15000US171479547001,825,8,71,high_poverty
15000US171479548003,832,0,3,low_poverty
15000US171499526003,498,59,11,low_poverty
15000US171499526004,760,0,23,low_poverty
